time,seconds_elapsed,altitude,speedAccuracy,bearingAccuracy,latitude,altitudeAboveMeanSeaLevel,bearing,horizontalAccuracy,verticalAccuracy,longitude,speed
1786078509603689000,-25.29631103515625,41.78967422485351,-1,-1,35.29959764652577,5.950898590087888,-1,23.082604150701467,30,139.48413946412646,-1
1786078534949943000,0.049943115234375,41.465161602860604,-1,-1,35.29976301027114,5.626385968094979,-1,163.56212470438177,250.87680043430328,139.4838425983421,-1
1786078534949973000,0.049972900390625,1.8142132871192485,-1,-1,35.299760952930995,1.8142132871192485,-1,264.99501399999997,250.88443523585377,139.4838448487924,-1
1786078534950703000,0.050703125,41.58133001282811,-1,-1,35.29950541521613,5.742554378062486,-1,22.85145601879422,118.35072017372131,139.48403814682845,-1
1786078534965794000,0.0657939453125,41.58059759095311,-1,-1,35.29950548067361,5.741821956187486,-1,22.86568524157295,118.35073262218513,139.4840381626926,-1
1786078536127918000,1.22791796875,51.8359375,2.049999952316284,75.9514508535425,35.2995172060359,15.997161865234375,322.3828125,13.748985442897457,16,139.484381324741,1.0499999523162842
1786078536164365000,1.264364990234375,51.7110595703125,2.259999990463257,88.81006060765688,35.299519526788615,15.872283935546875,322.3828125,10.126880867001534,16,139.48438509136838,1.0499999523162842
1786078537171489000,2.271489013671875,41.9931640625,1,59.900000870013955,35.2995017077832,6.154388427734375,78.3984375,4.8156948277685085,3,139.48431122369175,1.0499999523162842
1786078538171344100,3.27134423828125,41.58758544921875,1,49.98012098743258,35.299531527746524,5.748809814453125,78.3984375,3.5866982728313976,3,139.4843177276209,0
1786078539048440800,4.14844091796875,41.22686767578125,1.190000057220459,-1,35.29953044977393,5.388092041015625,-1,3.5218497989937387,3,139.48432302170824,0.23000000417232513
1786078540054187000,5.15418701171875,41.80120849609375,1.190000057220459,-1,35.299543743625854,5.962432861328125,-1,3.529433494715522,3,139.48431462174779,0
1786078541025938000,6.12593798828125,41.72607421875,1.0299999713897705,-1,35.29953940519031,5.887298583984375,-1,3.5290045872620937,3,139.4843095822086,0
1786078542024361200,7.124361328125,41.684326171875,1.0199999809265137,-1,35.299542521430624,5.845550537109375,-1,3.5293641289964124,3,139.4843078930733,0
1786078543022759000,8.122759033203126,41.64227294921875,0.07000000029802322,-1,35.29954333373491,5.803497314453125,-1,2.7986867065297782,3,139.48431129238708,0
1786078544021182500,9.121182373046874,41.6341552734375,0.09000000357627869,-1,35.299544249843606,5.795379638671875,-1,2.700886987044199,3,139.4843125337654,0
1786078545019744000,10.119743896484374,41.82830810546875,1.059999942779541,57.46572828001058,35.2995401187843,5.989532470703125,121.2890625,3.529364011273418,3,139.48432193945948,0
1786078546018375700,11.118375732421875,41.34014892578125,1.059999942779541,57.46572828001058,35.29954371119674,5.501373291015625,121.2890625,3.534077179910199,3,139.4843220382617,0
1786078547017097200,12.11709716796875,41.65985107421875,0.5099999904632568,18.59058988295371,35.299536878501186,5.821075439453125,125.859375,3.535190024530529,3,139.48433226955413,1.7699999809265137
1786078548015927000,13.115927001953125,41.76953125,1.0099999904632568,58.56949368007381,35.29954270121674,5.930755615234375,54.140625,3.535447081633754,3,139.4843426678235,0.8799999952316284
1786078549014814500,14.114814453125,41.769531328231096,1.009999990463247,92.99858273793649,35.29954734745694,5.930755693465471,54.140629531092685,4.74860147514598,4.029364438188553,139.48435050961103,0.8799999952316199
1786078550013772000,15.11377197265625,41.48083520680666,0.7200000286102038,34.31793998165657,35.299559698820204,5.642059572041035,306.91405386467954,4.748631532112255,4.02936443818852,139.48431565627604,1.700000047683655
1786078551012833500,16.11283349609375,41.548950273543596,1.049999952316274,96.68169144786718,35.29954774434337,5.710174638777971,292.14843232174127,4.748643314386777,4.029364438188553,139.48431954406598,0.87999999523162
1786078552011934000,17.111933837890625,42.0742798037827,1.1739356348753747,-1,35.29953763930785,6.2355041690170765,-1,4.542489368064467,4.029364438188565,139.4843251052799,0
1786078553011092700,18.1110927734375,42.0742798037827,0.3080157138848601,-1,35.29954029440854,6.2355041690170765,-1,4.733767666531632,4.029364438188564,139.4843277357059,0
1786078554010328600,19.11032861328125,42.0742798037827,0.3080157138848601,-1,35.29954029524392,6.2355041690170765,-1,5.150252207730712,4.029364438188563,139.48432773653352,0
1786078555009598200,20.10959814453125,42.38220216613263,1.2969193896314675,-1,35.299538603409566,6.543426531367004,-1,5.02966173398325,4.029364438188564,139.48432679695492,0
1786078556008934000,21.108933837890625,42.67675783019513,1.3192800480816593,-1,35.29953840371745,6.837982195429504,-1,5.182813592172428,4.029364438188564,139.48432869404064,0
